Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Con Air,101117573,224117573,,80000000,Jun 06 1997,R,Original Screenplay,Action/Adventure,Fiction,57,6.6,76052
It's Complicated,112735375,224614744,29195673,75000000,Dec 25 2009,R,Original Screenplay,Comedy,Fiction,57,6.7,17748
Taken,145000989,225461461,67315399,25000000,Jan 30 2009,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,,4.8,1125
Flightplan,89706988,225706988,,55000000,Sep 23 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,38,6.2,45305
Good Will Hunting,138433435,225933435,,10000000,Feb 20 1987,R,Original Screenplay,Drama,Fiction,97,8.1,150415
Chicken Run,106793915,227793915,,42000000,Jun 21 2000,G,Original Screenplay,Action/Adventure,Fiction,96,7.3,48307
Knight and Day,76373029,228937227,,117000000,Jun 23 2010,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,6.6,13887
Juno,143495265,230327671,57612374,7000000,Dec 05 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,93,7.9,149855
Eraser,101295562,234400000,,100000000,Jun 21 1996,R,Original Screenplay,Action/Adventure,Fiction,34,5.9,37287
Big Daddy,163479795,234779795,,30000000,Jun 25 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,40,4.7,48
American Pie,101800948,234800000,,12000000,Jul 09 1999,R,Original Screenplay,Comedy,Fiction,59,6.9,106624
Click,137355633,237555633,81244755,82500000,Jun 23 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,32,5,133
Batman & Robin,107325195,238317814,,125000000,Jun 20 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,11,3.5,81283
Dead Poets' Society,95860116,239500000,,16400000,Jun 02 1989,,Original Screenplay,Drama,Fiction,86,7.8,89662
The Expendables,101384023,240484023,,82000000,Aug 13 2010,,Original Screenplay,Action/Adventure,Fiction,40,7.1,42427
Face/Off,112276146,241200000,,80000000,Jun 27 1997,R,Original Screenplay,Action/Adventure,Fiction,93,7.3,102001
Four Weddings and a Funeral,52700832,242895809,,4500000,Mar 09 1994,R,Original Screenplay,Comedy,Fiction,96,7.1,39003
8 Mile,116724075,242924075,,41000000,Nov 08 2002,R,Original Screenplay,Drama,Fiction,74,6.7,55877
Bienvenue chez les Ch'tis,1470856,243470856,,16000000,Jul 25 2008,Other,Original Screenplay,Comedy,Fiction,,7,7129
Back to the Future Part III,87666629,243700000,,40000000,May 24 1990,,Original Screenplay,Action/Adventure,Fiction,71,7.1,77541
Rush Hour,141186864,245300000,,35000000,Sep 18 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,60,6.8,55248
Lilo & Stitch,145771527,245800000,,80000000,Jun 21 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,7.1,25611
Dumb & Dumber,127175374,246400000,,16000000,Dec 16 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,,7.2,88093
Love Actually,59472278,247967903,,45000000,Nov 07 2003,R,Original Screenplay,Comedy,Fiction,63,7.9,97921
Unbreakable,94999143,248099143,,73243106,Nov 22 2000,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,68,7.3,97324
The Blair Witch Project,140539099,248300000,,600000,Jul 14 1999,R,Original Screenplay,Horror/Thriller,Fiction,85,6.2,87629
The Truman Show,125618201,248400000,,60000000,Jun 05 1998,PG/PG-13,Original Screenplay,Drama,Fiction,95,8,156346
Space Jam,90463534,250200000,,80000000,Nov 15 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,36,5.6,29293
Grown Ups,161094625,250294625,,75000000,Jun 25 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,9,5.8,13488
Enemy of the State,111549836,250649836,,85000000,Nov 20 1998,R,Original Screenplay,Action/Adventure,Fiction,70,7.2,66700
Rush Hour 3,140125968,253025968,40854922,180000000,Aug 10 2007,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,19,6,39312
Cliffhanger,84049211,255000000,,65000000,May 28 1993,,Original Screenplay,Action/Adventure,Fiction,82,6.2,34447
The Full Monty,45950122,257938649,,3500000,Aug 13 1997,R,Original Screenplay,Comedy,Fiction,95,7.2,40877
The Village,114197520,260197520,,71682975,Jul 30 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,42,6.6,88928
Robots,128200012,260700012,,80000000,Mar 11 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,64,6.4,27361
The Fifth Element,63570862,263900000,,95000000,May 09 1997,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,72,7.4,131252
Waterworld,88246220,264246220,,175000000,Jul 28 1995,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,42,5.7,54126
Something's Gotta Give,124685242,266685242,,80000000,Dec 12 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,70,6.8,36303
Batman Returns,162831698,266822354,,80000000,Jun 18 1992,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,78,6.9,78673
xXx,141930000,267200000,,70000000,Aug 09 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,48,5.5,52636
"10,000 B.C.",94784201,269065678,27044045,105000000,Mar 07 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,9,5.8,134
Bad Boys II,138540870,272940870,,130000000,Jul 18 2003,R,Original Screenplay,Action/Adventure,Fiction,24,6.2,58002
Jerry Maguire,153952592,274000000,,50000000,Dec 13 1996,R,Original Screenplay,Comedy,Fiction,84,7.2,78603
Spirited Away,10049886,274949886,,19000000,Sep 20 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
Beverly Hills Cop II,153665036,276665036,,20000000,May 20 1987,R,Original Screenplay,Action/Adventure,Fiction,46,6.1,29712
Scary Movie,157019771,277200000,,19000000,Jul 07 2000,R,Original Screenplay,Comedy,Fiction,53,6,68541
Shakespeare in Love,100317794,279500000,,26000000,Dec 11 1998,R,Original Screenplay,Comedy,Fiction,93,7.4,77911
Speed,121248145,283200000,,30000000,Jun 10 1994,R,Original Screenplay,Action/Adventure,Fiction,90,2.6,4175
The Wedding Crashers,209218368,283218368,,40000000,Jul 15 2005,R,Original Screenplay,Comedy,Fiction,,,
Lethal Weapon 4,130444603,285400000,,140000000,Jul 10 1998,R,Original Screenplay,Action/Adventure,Fiction,54,6.4,47846
American Pie 2,145096820,286500000,,30000000,Aug 10 2001,R,Original Screenplay,Comedy,Fiction,52,6.2,66751
My Best Friend's Wedding,126813153,287200000,,46000000,Jun 20 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,72,6.2,37287
G-Force,119436770,287389685,44145849,82500000,Jul 24 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,22,5,9633
Bee Movie,126631277,287594577,79628881,150000000,Nov 02 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,51,6.3,30575
What Lies Beneath,155464351,288693989,,90000000,Jul 21 2000,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,45,6.5,45633
Ghostbusters,238632124,291632124,,30000000,Jun 08 1984,PG/PG-13,Original Screenplay,Comedy,Fiction,,6.8,358
Austin Powers in Goldmember,213117789,292738626,,63000000,Jul 25 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,54,6.2,69140
Van Helsing,120150546,300150546,,170000000,May 07 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,22,5.5,68846
Meet the Parents,166225040,301500000,,55000000,Oct 06 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,84,7,84924
Liar Liar,181410615,302710615,,45000000,Mar 21 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,82,6.7,67798
Runaway Bride,152257509,308007919,,70000000,Jul 30 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,45,5.2,28497
Ransom,136492681,308700000,,70000000,Nov 08 1996,R,Original Screenplay,Action/Adventure,Fiction,70,6.6,38524
Austin Powers: The Spy Who Shagged Me,206040085,309600000,,35000000,Jun 10 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,,6.6,81005
Bolt,114053579,313953579,82600642,150000000,Nov 21 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,88,7.4,32473
As Good as it Gets,148478011,314111923,,50000000,Dec 24 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,85,7.8,92240
Chicken Little,135386665,314432738,142108745,60000000,Nov 04 2005,G,Original Screenplay,Action/Adventure,Fiction,36,5.8,17415
Air Force One,172956409,315268353,,85000000,Jul 25 1997,R,Original Screenplay,Action/Adventure,Fiction,78,6.3,61394
Beverly Hills Cop,234760478,316300000,,15000000,Dec 05 1984,,Original Screenplay,Action/Adventure,Fiction,83,7.3,45065
The Proposal,163958031,317358031,83691948,40000000,Jun 19 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,43,5.4,397
Lethal Weapon 3,144731527,319700000,,35000000,May 15 1992,R,Original Screenplay,Action/Adventure,Fiction,56,6.5,39735
Fatal AttrAction/Adventure,156645693,320100000,,14000000,Sep 18 1987,,Original Screenplay,Horror/Thriller,Fiction,81,6.8,22328
Inglourious Basterds,120831050,320389438,58414604,70000000,Aug 21 2009,R,Original Screenplay,Action/Adventure,Fiction,88,8.4,178742
Crocodile Dundee,174803506,328000000,,5000000,Sep 26 1986,,Original Screenplay,Comedy,Fiction,88,6.5,27277
Se7en,100125643,328125643,,30000000,Sep 22 1995,R,Original Screenplay,Horror/Thriller,Fiction,,8.7,278918
Back to the Future Part II,118450002,332000000,,40000000,Nov 22 1989,,Original Screenplay,Action/Adventure,Fiction,64,7.5,87341
Indiana Jones and the Temple of Doom,179880271,333080271,18998388,28000000,May 23 1984,,Original Screenplay,Action/Adventure,Fiction,85,7.5,110761
The Rock,134069511,336069511,,75000000,Jun 07 1996,R,Original Screenplay,Action/Adventure,Fiction,66,7.2,108324
Batman Forever,184031112,336529144,,100000000,Jun 16 1995,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,43,5.4,76218
Close Encounters of the Third Kind,166000000,337700000,,20000000,Nov 16 1977,,Original Screenplay,Action/Adventure,Fiction,95,7.8,59049
Enchanted,127706877,340384141,87698079,85000000,Nov 21 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,92,7.5,55697
National Treasure,173005002,347405002,,100000000,Nov 19 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,44,6.9,83989
Rush Hour 2,226164286,347425832,,90000000,Aug 03 2001,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,51,6.4,52049
Deep Impact,140464664,349464664,,80000000,May 08 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,47,6,54160
Top Gun,176786701,353786701,,15000000,May 16 1986,,Original Screenplay,Action/Adventure,Fiction,45,6.5,80013
Dinosaur,137748063,356148063,,127500000,May 19 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,65,6.2,13962
American Beauty,130058047,356258047,,15000000,Sep 15 1999,R,Original Screenplay,Drama,Fiction,89,8.6,292562
Home Alone 2: Lost in New York,173585516,358994850,,20000000,Nov 20 1992,PG/PG-13,Original Screenplay,Comedy,Fiction,21,5.8,51408
There's Something About Mary,176484651,360099999,,22000000,Jul 15 1998,R,Original Screenplay,Comedy,Fiction,83,7.2,96443
Toy Story,191796233,361948825,,30000000,Nov 22 1995,G,Original Screenplay,Action/Adventure,Fiction,100,8.2,151143
A Bug's Life,162798565,363109485,,45000000,Nov 20 1998,G,Original Screenplay,Action/Adventure,Fiction,91,7.3,56866
Notting Hill,116089678,363728226,,42000000,May 28 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,82,6.9,66362
Slumdog Millionaire,141319928,365257315,31952272,14000000,Nov 12 2008,R,Original Screenplay,Drama,Fiction,94,8.3,176325
Hitch,177784257,366784257,,55000000,Feb 11 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,69,5.7,89
Shark Tale,160861908,367275019,,75000000,Oct 01 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,35,5.9,40019
Terminator Salvation: The Future Begins,125322469,371628539,28434778,200000000,May 21 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
What Women Want,182805123,372100000,,65000000,Dec 15 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,53,6.3,54525
Back to the Future,210609762,381109762,,19000000,Jul 03 1985,,Original Screenplay,Action/Adventure,Fiction,96,8.4,201598
Ice Age,176387405,383257136,,65000000,Mar 15 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,77,7.4,75552
Happy Feet,198000317,385000317,203263968,85000000,Nov 17 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,74,6.7,42369
Raiders of the Lost Ark,245034358,386800358,19608618,20000000,Jun 12 1981,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,8.7,242661
Signs,227965690,408265690,,70702619,Aug 02 2002,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,74,6.9,111561
Rain Man,172825435,412800000,,25000000,Dec 16 1988,,Original Screenplay,Comedy,Fiction,87,8,106163
The Matrix Revolutions,139259759,424259759,,110000000,Nov 05 2003,R,Original Screenplay,Action/Adventure,Fiction,37,6.5,123347
Cast Away,233632142,427230516,,85000000,Dec 22 2000,PG/PG-13,Original Screenplay,Drama,Fiction,89,7.5,102936
Terminator 3: Rise of the Machines,150358296,433058296,,170000000,Jul 01 2003,R,Original Screenplay,Action/Adventure,Fiction,,6.6,107667
The Last Samurai,111110575,456810575,,120000000,Dec 05 2003,R,Original Screenplay,Action/Adventure,Fiction,65,7.8,106002
Gladiator,187683805,457683805,,103000000,May 05 2000,R,Original Screenplay,Action/Adventure,Fiction,77,8.3,279512
The Matrix,171479930,460279930,,65000000,Mar 31 1999,R,Original Screenplay,Action/Adventure,Fiction,86,8.7,380934
Cars,244082982,461923762,246114559,70000000,Jun 09 2006,G,Original Screenplay,Comedy,Fiction,74,7.5,66809
Pretty Woman,178406268,463400000,,14000000,Mar 23 1990,,Original Screenplay,Comedy,Fiction,62,6.7,60742
The Hangover,277322503,465132119,165916727,35000000,Jun 05 2009,R,Original Screenplay,Comedy,Fiction,78,7.9,127634
Indiana Jones and the Last Crusade,197171806,474171806,18740425,48000000,May 24 1989,,Original Screenplay,Action/Adventure,Fiction,89,8.3,171572
Home Alone,285761243,476684675,,15000000,Nov 16 1990,PG/PG-13,Original Screenplay,Comedy,Fiction,47,7,79080
Mr. And Mrs. Smith,186336279,478336279,,110000000,Jun 10 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,4.7,189
Saving Private Ryan,216335085,481635085,,65000000,Jul 24 1998,R,Original Screenplay,Drama,Fiction,91,8.5,270540
Toy Story 2,245852179,484966906,,90000000,Nov 19 1999,G,Original Screenplay,Action/Adventure,Fiction,100,8,119357
Bruce Almighty,242704995,485004995,,81000000,May 23 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,48,6.6,92494
Aladdin,217350219,504050219,,28000000,Nov 11 1992,G,Original Screenplay,Comedy,Fiction,,7.8,69090
Meet the Fockers,279167575,516567575,,60000000,Dec 22 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,38,6.4,69613
Terminator 2: Judgment Day,204859496,516816151,,100000000,Jul 02 1991,R,Original Screenplay,Action/Adventure,Fiction,98,8.5,237477
Ghost,217631306,517600000,,22000000,Jul 13 1990,,Original Screenplay,Drama,Fiction,81,6.9,51125
"Monsters, Inc.",255870172,526864330,,115000000,Nov 02 2001,G,Original Screenplay,Action/Adventure,Fiction,95,7.4,39908
Madagascar,193595521,532680671,,75000000,May 27 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,55,6.6,56480
WALL-E,223808164,532743103,142201722,180000000,Jun 27 2008,G,Original Screenplay,Comedy,Fiction,96,8.5,182257
Star Wars Ep. V: The Empire Strikes Back,290271960,534171960,10027926,23000000,May 21 1980,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
The Day After Tomorrow,186740799,544272402,,125000000,May 28 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,46,6.3,92241
Armageddon,201578182,554600000,,140000000,Jul 01 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,42,6.1,194
Star Wars Ep. VI: Return of the Jedi,309205079,572700000,12356425,32500000,May 25 1983,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
Madagascar: Escape 2 Africa,180010950,599516844,108725804,150000000,Nov 07 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,64,6.8,30285
Ratatouille,206445654,620495432,189134287,150000000,Jun 29 2007,G,Original Screenplay,Comedy,Fiction,96,8.1,131929
Hancock,227946274,624346274,89352567,150000000,Jul 02 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,40,6.5,100822
The Incredibles,261441092,632882184,,92000000,Nov 05 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,97,8.1,159123
Ice Age: The Meltdown,195330621,651899282,131919814,75000000,Mar 31 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,6.9,50981
Star Wars Ep. II: Attack of the Clones,310676740,656695615,,115000000,May 16 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
The Sixth Sense,293506292,672806292,,40000000,Aug 06 1999,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,85,8.2,238745
Up,293004164,731304609,178459329,175000000,May 29 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,98,8.4,110491
The Matrix Reloaded,281553689,738576929,,127000000,May 15 2003,R,Original Screenplay,Action/Adventure,Fiction,73,7.1,148874
Inception,285630280,753830280,,160000000,Jul 16 2010,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,87,9.1,188247
2012,166112167,766812167,50736023,200000000,Nov 13 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,39,6.2,396
The Lion King,328539505,783839505,,79300000,Jun 15 1994,G,Original Screenplay,Action/Adventure,Fiction,92,8.2,136503
Indiana Jones and the Kingdom of the Crystal Skull,317023851,786558145,109654917,185000000,May 22 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,77,6.6,135071
ET: The Extra-Terrestrial,435110554,792910554,,10500000,Jun 11 1982,PG/PG-13,Original Screenplay,Drama,Fiction,,7.9,105028
Star Wars Ep. IV: A New Hope,460998007,797900000,11182540,11000000,May 25 1977,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
Independence Day,306169255,817400878,,75000000,Jul 02 1996,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,61,6.5,149493
Star Wars Ep. III: Revenge of the Sith,380270577,848998877,,115000000,May 19 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
Finding Nemo,339714978,867894287,,94000000,May 30 2003,G,Original Screenplay,Action/Adventure,Fiction,98,8.2,165006
Ice Age: Dawn of the Dinosaurs,196573705,886685941,87544387,90000000,Jul 01 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,7.1,33289
Star Wars Ep. I: The Phantom Menace,431088297,924288297,,115000000,May 19 1999,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,,
Toy Story 3,410640665,1046340665,,200000000,Jun 18 2010,G,Original Screenplay,Action/Adventure,Fiction,99,8.9,67380
Titanic,600788188,1842879955,,200000000,Dec 19 1997,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,82,7.4,240732
Avatar,760167650,2767891499,146153933,237000000,Dec 18 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,83,8.3,261439
Bananas,,,,2000000,Apr 28 1971,PG/PG-13,Original Screenplay,Comedy,,89,7.1,12415
Marilyn Hotchkiss' Ballroom Dancing and Charm School,349132,399114,,2500000,Mar 31 2006,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,,6.6,1351
Swept Away,598645,598645,,10000000,Oct 11 2002,R,Adapted screenplay,Comedy,Fiction,5,3.4,7665
Per un pugno di dollari,3500000,3500000,,200000,Jan 18 1967,,Adapted screenplay,Western/Musical,Fiction,,8,39929
The Good Thief,3517797,3517797,,30000000,Apr 02 2003,R,Adapted screenplay,Drama,Fiction,78,,
Gloria,4167493,4967493,,30000000,Jan 22 1999,R,Adapted screenplay,Drama,Fiction,19,4.7,2726
Invaders from Mars,4884663,4984663,,12000000,Jun 06 1986,,Adapted screenplay,Horror/Thriller,Fiction,27,5,1933
Night of the Living Dead,5835247,5835247,,4200000,Oct 19 1990,R,Adapted screenplay,Horror/Thriller,Fiction,67,6.6,10083
Willard,6882696,6882696,,20000000,Mar 14 2003,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,65,6.2,7702
The Texas Chainsaw Massacre 2,8025872,8025872,,4700000,Aug 22 1986,,Adapted screenplay,Horror/Thriller,Fiction,43,5.1,7702
Bad Lieutenant: Port of Call New Orleans,1702112,8162545,3902817,25000000,Nov 20 2009,R,Adapted screenplay,Drama,Fiction,87,,
Godzilla 2000,10037390,10037390,,1000000,Aug 18 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,,,
I Think I Love My Wife,12559771,13205411,13566229,14000000,Mar 16 2007,R,Adapted screenplay,Comedy,Fiction,19,5.5,8643
The Legend of the Lone Ranger,13400000,13400000,,18000000,May 22 1981,,Adapted screenplay,Western/Musical,Fiction,,4.6,755
Wicker Park,12831121,13400080,,30000000,Sep 03 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,24,6.9,18987
Kiss of Death,14942422,14942422,,40000000,Apr 21 1995,R,Adapted screenplay,Drama,Fiction,67,7.6,2374
