Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
Raiders of the Lost Ark,245034358,386800358,20000000,Jun 12 1981,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.7,242661
Signs,227965690,408265690,70702619,Aug 02 2002,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.9,111561
The Matrix Revolutions,139259759,424259759,110000000,Nov 05 2003,R,Original Screenplay,Action/Adventure,Fiction,6.5,123347
Cast Away,233632142,427230516,85000000,Dec 22 2000,PG/PG-13,Original Screenplay,Drama,Fiction,7.5,102936
Terminator 3: Rise of the Machines,150358296,433058296,170000000,Jul 01 2003,R,Original Screenplay,Action/Adventure,Fiction,6.6,107667
The Last Samurai,111110575,456810575,120000000,Dec 05 2003,R,Original Screenplay,Action/Adventure,Fiction,7.8,106002
Gladiator,187683805,457683805,103000000,May 05 2000,R,Original Screenplay,Action/Adventure,Fiction,8.3,279512
The Matrix,171479930,460279930,65000000,Mar 31 1999,R,Original Screenplay,Action/Adventure,Fiction,8.7,380934
Cars,244082982,461923762,70000000,Jun 09 2006,G,Original Screenplay,Comedy,Fiction,7.5,66809
The Hangover,277322503,465132119,35000000,Jun 05 2009,R,Original Screenplay,Comedy,Fiction,7.9,127634
Home Alone,285761243,476684675,15000000,Nov 16 1990,PG/PG-13,Original Screenplay,Comedy,Fiction,7,79080
Mr. And Mrs. Smith,186336279,478336279,110000000,Jun 10 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.7,189
Saving Private Ryan,216335085,481635085,65000000,Jul 24 1998,R,Original Screenplay,Drama,Fiction,8.5,270540
Toy Story 2,245852179,484966906,90000000,Nov 19 1999,G,Original Screenplay,Action/Adventure,Fiction,8,119357
Bruce Almighty,242704995,485004995,81000000,May 23 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,92494
Aladdin,217350219,504050219,28000000,Nov 11 1992,G,Original Screenplay,Comedy,Fiction,7.8,69090
Meet the Fockers,279167575,516567575,60000000,Dec 22 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,69613
Terminator 2: Judgment Day,204859496,516816151,100000000,Jul 02 1991,R,Original Screenplay,Action/Adventure,Fiction,8.5,237477
"Monsters, Inc.",255870172,526864330,115000000,Nov 02 2001,G,Original Screenplay,Action/Adventure,Fiction,7.4,39908
Madagascar,193595521,532680671,75000000,May 27 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.6,56480
WALL-E,223808164,532743103,180000000,Jun 27 2008,G,Original Screenplay,Comedy,Fiction,8.5,182257
The Day After Tomorrow,186740799,544272402,125000000,May 28 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.3,92241
Armageddon,201578182,554600000,140000000,Jul 01 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.1,194
Madagascar: Escape 2 Africa,180010950,599516844,150000000,Nov 07 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,30285
Ratatouille,206445654,620495432,150000000,Jun 29 2007,G,Original Screenplay,Comedy,Fiction,8.1,131929
Hancock,227946274,624346274,150000000,Jul 02 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.5,100822
The Incredibles,261441092,632882184,92000000,Nov 05 2004,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.1,159123
Ice Age: The Meltdown,195330621,651899282,75000000,Mar 31 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,50981
The Sixth Sense,293506292,672806292,40000000,Aug 06 1999,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,8.2,238745
Up,293004164,731304609,175000000,May 29 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.4,110491
The Matrix Reloaded,281553689,738576929,127000000,May 15 2003,R,Original Screenplay,Action/Adventure,Fiction,7.1,148874
Inception,285630280,753830280,160000000,Jul 16 2010,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,9.1,188247
2012,166112167,766812167,200000000,Nov 13 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.2,396
The Lion King,328539505,783839505,79300000,Jun 15 1994,G,Original Screenplay,Action/Adventure,Fiction,8.2,136503
Indiana Jones and the Kingdom of the Crystal Skull,317023851,786558145,185000000,May 22 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.6,135071
ET: The Extra-Terrestrial,435110554,792910554,10500000,Jun 11 1982,PG/PG-13,Original Screenplay,Drama,Fiction,7.9,105028
Independence Day,306169255,817400878,75000000,Jul 02 1996,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.5,149493
Finding Nemo,339714978,867894287,94000000,May 30 2003,G,Original Screenplay,Action/Adventure,Fiction,8.2,165006
Ice Age: Dawn of the Dinosaurs,196573705,886685941,90000000,Jul 01 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.1,33289
Toy Story 3,410640665,1046340665,200000000,Jun 18 2010,G,Original Screenplay,Action/Adventure,Fiction,8.9,67380
Titanic,600788188,1842879955,200000000,Dec 19 1997,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.4,240732
Avatar,760167650,2767891499,237000000,Dec 18 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.3,261439
Marilyn Hotchkiss' Ballroom Dancing and Charm School,349132,399114,2500000,Mar 31 2006,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,6.6,1351
Swept Away,598645,598645,10000000,Oct 11 2002,R,Adapted screenplay,Comedy,Fiction,3.4,7665
Gloria,4167493,4967493,30000000,Jan 22 1999,R,Adapted screenplay,Drama,Fiction,4.7,2726
Night of the Living Dead,5835247,5835247,4200000,Oct 19 1990,R,Adapted screenplay,Horror/Thriller,Fiction,6.6,10083
Willard,6882696,6882696,20000000,Mar 14 2003,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.2,7702
I Think I Love My Wife,12559771,13205411,14000000,Mar 16 2007,R,Adapted screenplay,Comedy,Fiction,5.5,8643
Wicker Park,12831121,13400080,30000000,Sep 03 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.9,18987
Kiss of Death,14942422,14942422,40000000,Apr 21 1995,R,Adapted screenplay,Drama,Fiction,7.6,2374
Solaris,14970038,14970038,47000000,Nov 27 2002,PG/PG-13,Adapted screenplay,Drama,Fiction,6.2,33151
Just Visiting,4777007,16172200,40000000,Apr 06 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,6923
Black Christmas,16235738,16235738,9000000,Dec 25 2006,R,Adapted screenplay,Horror/Thriller,Fiction,4.3,10424
Catch That Kid,16703799,16930762,18000000,Feb 06 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.7,3038
School for Scoundrels,17807569,17807569,20000000,Sep 29 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,15536
Get Carter,14967182,19417182,40000000,Oct 06 2000,R,Adapted screenplay,Drama,Fiction,4.8,14196
Rollerball,18990542,25852508,70000000,Feb 08 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,2.8,13827
Sorority Row,11965282,26735797,12500000,Sep 11 2009,R,Adapted screenplay,Horror/Thriller,Fiction,5.1,7097
Brooklyn's Finest,27163593,28319627,25000000,Mar 05 2010,R,Adapted screenplay,Horror/Thriller,Fiction,6.9,14034
The Out-of-Towners,28544120,28544120,40000000,Apr 02 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.9,6338
The Stepfather,29062561,29227561,20000000,Oct 16 2009,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.3,6263
Pulse,20264436,29771485,7500000,Aug 11 2006,R,Adapted screenplay,Horror/Thriller,Fiction,5,846
Double Take,29823162,29823162,24000000,Jan 12 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,162
The Bad News Bears,32868349,33500620,35000000,Jul 22 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.1,7749
Flight of the Phoenix,21009180,34009180,75000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,18568
Alfie,13395939,35195939,40000000,Nov 05 2004,R,Adapted screenplay,Comedy,Fiction,6.1,20769
Father's Day,28681080,35681080,85000000,May 09 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,6654
What a Girl Wants,35990505,35990505,25000000,Apr 04 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.7,12561
Assault On Precinct 13,20040895,36040895,30000000,Jan 19 2005,R,Adapted screenplay,Action/Adventure,Fiction,7.4,13456
The Bachelor,21731001,36882378,21000000,Nov 05 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,9030
The Fog,29511112,37048526,18000000,Oct 14 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,3.3,15760
Psycho,21541218,37226218,20000000,Dec 04 1998,R,Adapted screenplay,Horror/Thriller,Fiction,4.5,19769
The Hills Have Eyes II,20804166,37466538,15000000,Mar 23 2007,R,Adapted screenplay,Horror/Thriller,Fiction,5,17948
The Invasion,15074191,40147042,80000000,Aug 17 2007,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6,28605
Death at a Funeral,42739347,42739347,21000000,Apr 16 2010,R,Adapted screenplay,Comedy,Fiction,5.1,6628
The Crazies,39123589,43027734,20000000,Feb 26 2010,R,Adapted screenplay,Horror/Thriller,Fiction,6.7,21135
Last Holiday,38399961,43343247,45000000,Jan 13 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.3,8060
Scarface,44942821,44942821,25000000,Dec 09 1983,Other,Adapted screenplay,Drama,Fiction,8.2,152262
Bangkok Dangerous,15298133,46598133,45000000,Sep 05 2008,R,Adapted screenplay,Action/Adventure,Fiction,5.4,20931
Walking Tall,46213824,47313824,56000000,Apr 02 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,20517
Dark Water,25473093,49473093,60000000,Jul 08 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.6,19652
The Texas Chainsaw Massacre: The Beginning,39517763,50517763,16000000,Oct 06 2006,R,Adapted screenplay,Horror/Thriller,Fiction,5.8,20196
Mighty Joe Young,50632037,50632037,80000000,Dec 25 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,9187
The Eye,31418697,56706727,12000000,Feb 01 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.3,17304
Prom Night,43869350,57109687,18000000,Apr 11 2008,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.1,4263
Sweet November,25288103,65754228,40000000,Feb 16 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,6,20891
When a Stranger Calls,47860214,66966987,15000000,Feb 03 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.7,16505
The Grudge 2,39143839,68643839,20000000,Oct 13 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.6,16024
The Hills Have Eyes,41778863,69623713,17000000,Mar 10 2006,R,Adapted screenplay,Horror/Thriller,Fiction,6.5,43747
3:10 to Yuma,53606916,69791889,48000000,Sep 02 2007,R,Adapted screenplay,Western/Musical,Fiction,7.9,98355
House of Wax,32064800,70064800,35000000,May 06 2005,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,32159
Down to Earth,64172251,71172251,30000000,Feb 16 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,5,9193
Around the World in 80 Days,24004159,72004159,110000000,Jun 16 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.6,21516
"Yours, Mine and Ours",53359917,72359917,45000000,Nov 23 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,259
Death Race,36316032,72516819,65000000,Aug 22 2008,R,Adapted screenplay,Action/Adventure,Fiction,6.6,40611
The Ladykillers,39692139,77692139,35000000,Mar 26 2004,R,Adapted screenplay,Comedy,Fiction,6.2,39242
Fame,22455510,77956957,18000000,Sep 25 2009,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,4.5,4973
Les Choristes,3629758,83529758,5500000,Nov 26 2004,PG/PG-13,Adapted screenplay,Drama,Fiction,7.8,16391
Sabrina,53458319,87100000,58000000,Dec 15 1995,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,15749
The Shaggy Dog,61123569,87123569,60000000,Mar 10 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.1,6116
Bedazzled,37879996,90376224,48000000,Oct 20 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.9,30946
No Reservations,43107979,92107979,28000000,Jul 27 2007,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.3,16952
The Manchurian Candidate,65948711,96148711,80000000,Jul 30 2004,R,Adapted screenplay,Horror/Thriller,Fiction,6.7,36553
The Stepford Wives,59475623,96221971,100000000,Jun 11 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.1,26712
My Bloody Valentine,51545952,98817028,14000000,Jan 16 2009,R,Adapted screenplay,Horror/Thriller,Fiction,5.7,18037
Guess Who,68915888,102115888,35000000,Mar 25 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.7,15789
Dawn of the Dead,58990765,102290765,28000000,Mar 19 2004,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,73875
The Texas Chainsaw Massacre,80571655,107071655,9000000,Oct 17 2003,R,Adapted screenplay,Horror/Thriller,Fiction,6.1,39172
Shaft,70327868,107190108,53012938,Jun 16 2000,R,Adapted screenplay,Action/Adventure,Fiction,5.9,32881
The Amityville Horror/Thriller,65233369,108047131,18500000,Apr 15 2005,R,Adapted screenplay,Horror/Thriller,Fiction,5.8,26303
Insomnia,67263182,113622499,46000000,May 24 2002,R,Adapted screenplay,Horror/Thriller,Fiction,6.3,33
The Lake House,52330111,114830111,40000000,Jun 16 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,6.8,36613
Shall We Dance?,57887882,118097882,40000000,Oct 15 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,2192
Man on Fire,77906816,118706816,60000000,Apr 23 2004,R,Adapted screenplay,Horror/Thriller,Fiction,7.7,75256
Unfaithful,52752475,119114494,50000000,May 08 2002,R,Adapted screenplay,Drama,Fiction,6.6,23998
The Omen,54607383,119607383,25000000,Jun 06 2006,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,24523
Eight Below,81612565,120612565,40000000,Feb 17 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.3,17717
The Thomas Crown Affair,69304264,124304264,48000000,Aug 06 1999,R,Adapted screenplay,Drama,Fiction,6.7,37692
Cheaper by the Dozen 2,82571173,135015330,60000000,Dec 21 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,11858
The Legend of Zorro,45575336,141475336,80000000,Oct 28 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.7,21161
The Wolf Man,61979680,142422252,150000000,Feb 12 2010,R,Adapted screenplay,Horror/Thriller,Fiction,7.4,6099
The Taking of Pelham 123,65452312,148989667,110000000,Jun 12 2009,R,Adapted screenplay,Action/Adventure,Fiction,6.5,33452
The Jackal,54956941,159356941,60000000,Nov 14 1997,R,Adapted screenplay,Horror/Thriller,Fiction,6,35540
Freaky Friday,110222438,160822438,26000000,Aug 06 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.5,29137
Nutty Professor II: The Klumps,123307945,161600000,84000000,Jul 28 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.3,17075
The Ring Two,75941727,161941727,50000000,Mar 18 2005,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.1,28408
The Italian Job,106126012,175826012,60000000,May 30 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,76835
Doctor Dolittle 2,112950721,176101721,72000000,Jun 22 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,2993
Flubber,92993801,177993801,80000000,Nov 26 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.6,18890
Poseidon,60674817,181674817,160000000,May 12 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.6,35930
Cape Fear,79091969,182291969,35000000,Nov 15 1991,R,Adapted screenplay,Horror/Thriller,Fiction,7.3,47196
The Grudge,110359362,187281115,10000000,Oct 22 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.7,43218
Cheaper by the Dozen,138614544,189714544,40000000,Dec 25 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,24283
The Longest Yard,158119460,190320568,82000000,May 27 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.2,39752
City of Angels,78750909,198750909,55000000,Apr 10 1998,PG/PG-13,Adapted screenplay,Drama,Fiction,6.4,40053
Fun With Dick And Jane,110550000,202250000,140000000,Dec 21 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.3,1788
Vanilla Sky,100614858,202726605,70000000,Dec 14 2001,R,Adapted screenplay,Horror/Thriller,Fiction,6.9,87820
Hairspray,118823091,202823091,75000000,Jul 20 2007,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,7.2,41511
The Mask of Zorro,93828745,233700000,65000000,Jul 17 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.7,4789
The Ring,129094024,249094024,48000000,Oct 18 2002,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.5,589
The Nutty Professor,128814019,273814019,55000000,Jun 28 1996,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,32234
The Departed,133311000,290539042,90000000,Oct 06 2006,R,Adapted screenplay,Drama,Fiction,8.5,264148
Doctor Dolittle,144156605,294156605,71500000,Jun 26 1998,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.2,25648
Ocean's Thirteen,117144465,311744465,85000000,Jun 08 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,76884
The Karate Kid,176591618,350591618,40000000,Jun 11 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.1,20039
Planet of the Apes,180011740,362211740,100000000,Jul 27 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.5,72763
Ocean's Twelve,125531634,363531634,85000000,Dec 10 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,89861
True Lies,146282411,365300000,100000000,Jul 15 1994,R,Adapted screenplay,Action/Adventure,Fiction,7.2,80581
Godzilla,136314294,376000000,125000000,May 19 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.8,59455
The Mummy: Tomb of the Dragon Emperor,102491776,397912118,175000000,Aug 01 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.1,41570
The Mummy,155385488,416385488,80000000,May 07 1999,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,95658
The Mummy Returns,202007640,433007640,98000000,May 04 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.2,68084
Ocean's Eleven,183417150,450728529,110000000,Dec 07 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,139034
Charlie and the Chocolate Factory,206459076,474459076,150000000,Jul 15 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.1,102437
King Kong,218080025,550517357,207000000,Dec 14 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.6,132720
The War of the Worlds,234280354,591745532,132000000,Jun 29 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,7.2,12074
Jay and Silent Bob Strike Back,30059386,33762400,22000000,Aug 24 2001,R,Adapted screenplay,Comedy,Fiction,6.8,62692
Beauty Shop,36351350,38351350,25000000,Mar 30 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.3,5468
The Tigger Movie,4554533,55159800,20000000,Feb 11 2000,G,Adapted screenplay,Action/Adventure,Fiction,6,2986
Elektra,24409722,56409722,65000000,Jan 14 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.9,27283
Freddy vs. Jason,82622655,114326122,25000000,Aug 15 2003,R,Adapted screenplay,Horror/Thriller,Fiction,5.8,39182
The Scorpion King,90580000,164529000,60000000,Apr 19 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.3,30359
AVP: Alien Vs. Predator,80281096,172543519,70000000,Aug 13 2004,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.4,63019
X-Men Origins: Wolverine,179883157,374825760,150000000,May 01 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.7,79499
Sydney White,11892415,12778631,16500000,Sep 21 2007,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.2,9309
A Cinderella Story,51438175,70067909,19000000,Jul 16 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.4,14904
D-War,10977721,79915361,32000000,Sep 14 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,3.8,14081
Sinbad: Legend of the Seven Seas,26483452,80767884,60000000,Jul 02 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.6,7895
Hoodwinked,51386611,110011106,17500000,Dec 16 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.7,20461
First Knight,37361412,127361412,75000000,Jul 07 1995,PG/PG-13,Adapted screenplay,Drama,Fiction,5.6,20928
King Arthur,51877963,203877963,90000000,Jul 07 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.2,53106
Mulan,120620254,303500000,90000000,Jun 19 1998,G,Adapted screenplay,Action/Adventure,Non-Fiction,7.2,34256
Robin Hood,105269730,310885538,210000000,May 14 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.9,34501
Robin Hood: Prince of Thieves,165493908,390500000,50000000,Jun 14 1991,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.7,54480
