Rank,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
1902,Pulse,20264436,29771485,7500000,Aug 11 2006,R,Adapted screenplay,Horror/Thriller,Fiction,5,846
1903,The Hills Have Eyes II,20804166,37466538,15000000,Mar 23 2007,R,Adapted screenplay,Horror/Thriller,Fiction,5,17948
1904,Down to Earth,64172251,71172251,30000000,Feb 16 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,5,9193
1905,An American Haunting,16298046,27844063,14000000,May 05 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.9,13510
1906,The Specialist,57362581,57362581,45000000,Oct 07 1994,R,Adapted screenplay,Action/Adventure,Fiction,4.9,18749
1907,Snow Dogs,81150692,115010692,32000000,Jan 18 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.9,7561
1908,Judge Dredd,34687912,113487912,85000000,Jun 30 1995,R,Adapted screenplay,Action/Adventure,Fiction,4.9,30736
1909,AstÈrix aux Jeux Olympiques,999811,132999811,113500000,Jul 04 2008,Other,Adapted screenplay,Action/Adventure,Fiction,4.9,5620
1910,Superman,134218018,300200000,55000000,Dec 15 1978,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.9,129
1911,DOA: Dead or Alive,480314,2670860,30000000,Jun 15 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.9,16646
1912,Isn't She Great,2954405,2954405,36000000,Jan 28 2000,R,Adapted screenplay,Comedy,Fiction,4.9,1426
1913,Diary of a Mad Black Woman,50406346,50425450,5500000,Feb 25 2005,PG/PG-13,Adapted screenplay,Drama,Fiction,4.9,5565
1914,Martin Lawrence Live: RunTelDat,19184820,19184820,3000000,Aug 02 2002,R,Adapted screenplay,Western/Musical,Non-Fiction,4.9,1166
1915,Civil Brand,254293,254293,500000,Aug 29 2003,R,Original Screenplay,Drama,Fiction,4.9,340
1916,The Brown Bunny,366301,630427,10000000,Aug 27 2004,Other,Original Screenplay,Drama,Fiction,4.9,7465
1917,Slackers,4814244,4814244,11000000,Feb 01 2002,R,Original Screenplay,Comedy,Fiction,4.9,7934
1918,Girl 6,4880941,4880941,12000000,Mar 22 1996,R,Original Screenplay,Comedy,Fiction,4.9,3348
1919,A Simple Wish,8165213,8165213,28000000,Jul 11 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,1545
1920,Lucky Numbers,10014234,10014234,65000000,Oct 27 2000,R,Original Screenplay,Comedy,Fiction,4.9,5461
1921,Woman on Top,5018450,10192613,8000000,Sep 22 2000,R,Original Screenplay,Comedy,Fiction,4.9,4743
1922,The Astronaut's Wife,10672566,10672566,34000000,Aug 27 1999,R,Original Screenplay,Horror/Thriller,Fiction,4.9,20259
1923,Chill Factor,11263966,11263966,34000000,Sep 01 1999,R,Original Screenplay,Action/Adventure,Fiction,4.9,5374
1924,The Order,7659747,11559747,35000000,Sep 05 2003,R,Original Screenplay,Horror/Thriller,Fiction,4.9,9119
1925,Tomcats,13558739,13558739,11000000,Mar 30 2001,R,Original Screenplay,Comedy,Fiction,4.9,9505
1926,Fled,17192205,19892205,30000000,Jul 19 1996,R,Original Screenplay,Action/Adventure,Fiction,4.9,4215
1927,Boys and Girls,21799652,21799652,16000000,Jun 16 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,7779
1928,The Glimmer Man,20404841,36404841,45000000,Oct 04 1996,R,Original Screenplay,Action/Adventure,Fiction,4.9,7230
1929,See Spot Run,33357476,43057552,16000000,Mar 02 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,3673
1930,Maximum Risk,14102929,51702929,25000000,Sep 13 1996,R,Original Screenplay,Action/Adventure,Fiction,4.9,7064
1931,Out of Time,41083108,55489826,50000000,Oct 03 2003,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.9,151
1932,The Forgotton,66711892,111311892,50000000,Sep 24 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.9,1169
1933,Jingle All the Way,60592389,129832389,60000000,Nov 22 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,22928
1934,The Final Destination,66477700,185777700,40000000,Aug 28 2009,R,Original Screenplay,Horror/Thriller,Fiction,4.9,20319
1935,The Out-of-Towners,28544120,28544120,40000000,Apr 02 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.9,6338
1936,Elektra,24409722,56409722,65000000,Jan 14 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.9,27283
1937,The Big Bounce,6471394,6626115,50000000,Jan 30 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,9195
1938,Bless the Child,29374178,40435694,40000000,Aug 11 2000,R,Adapted screenplay,Horror/Thriller,Fiction,4.8,7765
1939,Random Hearts,31054924,63200000,64000000,Oct 08 1999,R,Adapted screenplay,Drama,Fiction,4.8,11100
1940,The Phantom,17220599,17220599,45000000,Jun 07 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.8,9477
1941,The Covenant,23364784,38164784,20000000,Sep 08 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.8,17736
1942,Spawn,54979992,87949859,40000000,Jul 31 1997,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.8,21366
1943,Garfield,75367693,200802638,50000000,Jun 11 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,19870
1944,Doug's 1st Movie,19421271,19421271,5000000,Mar 26 1999,G,Adapted screenplay,Action/Adventure,Fiction,4.8,920
1945,Malibu's Most Wanted,34308901,34499204,15000000,Apr 18 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,8159
1946,Bewitched,63313159,131413159,80000000,Jun 24 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,26834
1947,Lost In Space,69117629,136117629,80000000,Apr 03 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.8,31611
1948,Scooby-Doo 2: Monsters Unleashed,84185387,181185387,25000000,Mar 26 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,10749
1949,Jawbreaker,3076820,3076820,3000000,Feb 19 1999,R,Original Screenplay,Comedy,Fiction,4.8,9329
1950,Full Frontal,2512846,3438804,2000000,Aug 02 2002,R,Original Screenplay,Comedy,Fiction,4.8,6660
1951,8 Heads in a Duffel Bag,3602884,4002884,3000000,Apr 18 1997,R,Original Screenplay,Comedy,Fiction,4.8,5127
1952,Bogus,4357406,4357406,32000000,Sep 06 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,2742
1953,Simply Irresistible,4398989,4398989,6000000,Feb 05 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,6927
1954,Lost and Found,6552255,6552255,14000000,Apr 23 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,118
1955,Jade,9812870,9812870,50000000,Oct 13 1995,R,Original Screenplay,Horror/Thriller,Fiction,4.8,5279
1956,Dirty Work,10020081,10020081,13000000,Jun 12 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,207
1957,Head Over Heels,10397365,10397365,14000000,Feb 02 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,6574
1958,Abandon,10719367,12219367,25000000,Oct 18 2002,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,5361
1959,The Players Club,23047939,23047939,5000000,Apr 08 1998,R,Original Screenplay,Drama,Fiction,4.8,2072
1960,Cursed,19294901,25114901,35000000,Feb 25 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,14425
1961,The Cave,15007991,27147991,30000000,Aug 26 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,13025
1962,Dracula 2000,33000377,33000377,28000000,Dec 22 2000,R,Original Screenplay,Horror/Thriller,Fiction,4.8,14077
1963,Twisted,25195050,40119848,50000000,Feb 27 2004,R,Original Screenplay,Horror/Thriller,Fiction,4.8,83
1964,Meet Dave,11803254,50648806,60000000,Jul 11 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,13381
1965,Stealth,32116746,76416746,138000000,Jul 29 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.8,21664
1966,Autumn in New York,37752931,90717684,40000000,Aug 11 2000,PG/PG-13,Original Screenplay,Drama,Fiction,4.8,9309
1967,The Wedding Planner,60400856,94728529,28000000,Jan 26 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.8,18717
1968,Taken,145000989,225461461,25000000,Jan 30 2009,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,1125
1969,Get Carter,14967182,19417182,40000000,Oct 06 2000,R,Adapted screenplay,Drama,Fiction,4.8,14196
1970,Father's Day,28681080,35681080,85000000,May 09 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,6654
1971,The Bachelor,21731001,36882378,21000000,Nov 05 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,9030
1972,Godzilla,136314294,376000000,125000000,May 19 1998,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.8,59455
1973,Queen of the Damned,30307804,30307804,35000000,Feb 22 2002,R,Adapted screenplay,Horror/Thriller,Fiction,4.7,20268
1974,Christmas with the Kranks,73701902,96501902,50000000,Nov 24 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.7,9126
1975,Tank Girl,4064333,4064333,25000000,Mar 01 1995,R,Adapted screenplay,Action/Adventure,Fiction,4.7,10772
1976,Eat Pray Love,78146373,81846373,60000000,Aug 13 2010,R,Adapted screenplay,Drama,Fiction,4.7,3019
1977,The Lizzie McGuire Movie,42734455,55534455,15000000,May 02 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.7,10199
1978,The Dukes of Hazzard,80270227,110570227,53000000,Aug 05 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.7,27016
1979,Charlie's Angels: Full Throttle,100814328,227200000,120000000,Jun 27 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.7,43942
1980,Scooby-Doo,153294164,276294164,84000000,Jun 14 2002,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.7,26018
1981,Shadow Conspiracy,2154540,2154540,45000000,Jan 31 1997,R,Original Screenplay,Horror/Thriller,Fiction,4.7,2427
1982,Held Up,4714090,4714090,8000000,May 12 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,1840
1983,The Pallbearer,5656388,5656388,8000000,May 03 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4166
1984,Ong-Bak 2,102458,7583050,15000000,Sep 25 2009,R,Original Screenplay,Action/Adventure,Fiction,4.7,887
1985,First Daughter,9055010,10419084,30000000,Sep 24 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,6839
1986,Home Fries,10513979,10513979,15000000,Nov 25 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4806
1987,Holy Man,12069719,12069719,60000000,Oct 09 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,9105
1988,The Ladies Man,13592872,13719474,11000000,Oct 13 2000,R,Original Screenplay,Comedy,Fiction,4.7,6556
1989,Stealing Harvard,13973532,13973532,25000000,Sep 13 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,6899
1990,Boat Trip,8586376,14933713,15000000,Mar 21 2003,R,Original Screenplay,Comedy,Fiction,4.7,13258
1991,Godsend,14334645,16910708,30000000,Apr 30 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.7,13866
1992,Rebound,16809014,17492014,45000000,Jul 01 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4485
1993,ATL,21170563,21170563,17000000,Mar 31 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,5480
1994,The Medallion,22108977,22108977,41000000,Aug 22 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,10121
1995,Ghost Town,13252641,26612350,20000000,Sep 19 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,310
1996,Spy Hard,26936265,26936265,18000000,May 24 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,12682
1997,Ri¢hie Ri¢h,38087756,38087756,40000000,Dec 21 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,12687
1998,Fly Me To the Moon,14543943,40098231,25000000,Aug 15 2008,G,Original Screenplay,Action/Adventure,Fiction,4.7,1653
1999,The Sweetest Thing,24430272,44633441,43000000,Apr 12 2002,R,Original Screenplay,Comedy,Fiction,4.7,23378
2000,Miss Congeniality 2: Armed and Fabulous,48478006,101382396,60000000,Mar 24 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,14297
2001,Scary Movie 2,71277420,141189101,45000000,Jul 04 2001,R,Original Screenplay,Comedy,Fiction,4.7,43941
2002,"Six Days, Seven Nights",74339294,164800000,80000000,Jun 12 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,48
2003,Big Momma's House,117559438,173559438,33000000,Jun 02 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,21318
2004,Big Daddy,163479795,234779795,30000000,Jun 25 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,48
2005,Mr. And Mrs. Smith,186336279,478336279,110000000,Jun 10 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.7,189
2006,Gloria,4167493,4967493,30000000,Jan 22 1999,R,Adapted screenplay,Drama,Fiction,4.7,2726
2007,Catch That Kid,16703799,16930762,18000000,Feb 06 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.7,3038
2008,When a Stranger Calls,47860214,66966987,15000000,Feb 03 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.7,16505
2009,The Scarlet Letter,10359006,10359006,50000000,Oct 13 1995,R,Adapted screenplay,Drama,Fiction,4.6,6155
2010,Aquamarine,18597342,22978953,17000000,Mar 03 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.6,9116
2011,Congo,81022333,152022333,50000000,Jun 09 1995,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.6,17954
2012,The Haunting,91188905,180188905,80000000,Jul 23 1999,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.6,31808
2013,Digimon: The Movie,9628751,16628751,5000000,Oct 06 2000,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.6,1727
2014,The Flintstones,130531208,358500000,45000000,May 27 1994,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.6,26521
2015,Bubble,145382,145382,1600000,Jan 27 2006,R,Original Screenplay,Drama,Fiction,4.6,101
2016,Venom,881745,881745,25000000,Sep 16 2005,R,Original Screenplay,Horror/Thriller,Fiction,4.6,4220
2017,Pandora's Box,881950,881950,800000,Aug 09 2002,R,Original Screenplay,Horror/Thriller,Fiction,4.6,386
2018,Chocolate: Deep Dark Secrets,49000,1549000,1000000,Sep 16 2005,Other,Original Screenplay,Horror/Thriller,Fiction,4.6,527
2019,Say It Isn't So,5516708,5516708,25000000,Mar 23 2001,R,Original Screenplay,Comedy,Fiction,4.6,7736
2020,Trippin',9017070,9017070,3000000,May 12 1999,R,Original Screenplay,Comedy,Fiction,4.6,673
2021,Stone Cold,9286314,9286314,25000000,May 17 1991,R,Original Screenplay,Action/Adventure,Fiction,4.6,52
2022,Sleepover,9408183,9408183,10000000,Jul 09 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,4774
2023,Here on Earth,10494147,10845127,15000000,Mar 24 2000,PG/PG-13,Original Screenplay,Drama,Fiction,4.6,4929
2024,They,12840842,12840842,17000000,Nov 27 2002,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.6,6550
2025,Envy,13548322,14566246,20000000,Apr 30 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,15655
2026,Eye of the Beholder,16500786,18260865,15000000,Jan 28 2000,R,Original Screenplay,Horror/Thriller,Fiction,4.6,9992
2027,Summer Catch,19693891,19693891,17000000,Aug 24 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,6848
2028,Air Bud,24646936,27555061,3000000,Aug 01 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,4698
2029,Swimfan,28563926,28563926,10000000,Sep 06 2002,PG/PG-13,Original Screenplay,Drama,Fiction,4.6,9577
2030,Darkness Falls,32539681,32539681,7000000,Jan 24 2003,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.6,12771
2031,Jack Frost,34645374,34645374,50000000,Dec 11 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,6932
2032,Crocodile Dundee in Los Angeles,25590119,39393111,25000000,Apr 20 2001,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.6,7082
2033,The Animal,55762229,55762229,22000000,Jun 01 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,18601
2034,Honey,30272254,62192232,18000000,Dec 05 2003,PG/PG-13,Original Screenplay,Drama,Fiction,4.6,13026
2035,Maid in Manhattan,93932896,154832896,55000000,Dec 13 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,30370
2036,The Grudge 2,39143839,68643839,20000000,Oct 13 2006,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.6,16024
2037,Flubber,92993801,177993801,80000000,Nov 26 1997,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.6,18890
2038,The Beach,39778599,39778599,50000000,Feb 11 2000,R,Adapted screenplay,Drama,Fiction,4.5,229
2039,Monkeybone,5409517,5409517,75000000,Feb 23 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.5,8211
2040,Virus,14010690,30626690,75000000,Jan 15 1999,R,Adapted screenplay,Action/Adventure,Fiction,4.5,10487
2041,My Favorite Martian,36850101,36850101,60000000,Feb 12 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.5,4918
2042,Pootie Tang,3293258,3293258,3500000,Jun 29 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.5,6183
2043,An American Carol,7013191,7013191,20000000,Oct 03 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,4.5,6000
2044,Turbulence,11532774,11532774,55000000,Jan 10 1997,R,Original Screenplay,Horror/Thriller,Fiction,4.5,5147
2045,The Marine,18844784,22165608,15000000,Oct 13 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.5,13157
2046,Stay Alive,23086480,23187506,20000000,Mar 24 2006,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.5,13658
2047,Lost Souls,16779636,31320293,28000000,Oct 13 2000,R,Original Screenplay,Horror/Thriller,Fiction,4.5,6639
2048,Freddy's Dead: The Final Nightmare,34872033,34872033,5000000,Sep 13 1991,R,Original Screenplay,Horror/Thriller,Fiction,4.5,12779
2049,Welcome Home Roscoe Jenkins,42436517,43607627,27500000,Feb 08 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,4.5,5700
2050,Space Chimps,30105968,59517784,37000000,Jul 18 2008,G,Original Screenplay,Action/Adventure,Fiction,4.5,4324
2051,The Unborn,42670410,77208315,16000000,Jan 09 2009,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.5,15331
2052,Psycho,21541218,37226218,20000000,Dec 04 1998,R,Adapted screenplay,Horror/Thriller,Fiction,4.5,19769
2053,Fame,22455510,77956957,18000000,Sep 25 2009,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,4.5,4973
2054,The Musketeer,27053815,27053815,40000000,Sep 07 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.4,7812
2055,102 Dalmatians,66941559,66941559,85000000,Nov 22 2000,G,Adapted screenplay,Comedy,Fiction,4.4,7147
2056,Delgo,915840,915840,40000000,Dec 12 2008,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.4,1177
2057,Letters to God,2848587,2848587,3000000,Apr 09 2010,PG/PG-13,Original Screenplay,Drama,Fiction,4.4,839
2058,Beautiful,3134509,3134509,9000000,Sep 29 2000,PG/PG-13,Original Screenplay,Drama,Fiction,4.4,2238
2059,Firestorm,8123860,8123860,19000000,Jan 09 1998,R,Original Screenplay,Action/Adventure,Fiction,4.4,2118
2060,Town & Country,6712451,10364769,105000000,Apr 27 2001,R,Original Screenplay,Comedy,Fiction,4.4,2889
2061,Down to You,20035310,20035310,9000000,Jan 21 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.4,7095
2062,The Next Best Thing,14983572,24355762,25000000,Mar 03 2000,PG/PG-13,Original Screenplay,Drama,Fiction,4.4,6104
2063,Like Mike,51432423,62432423,30000000,Jul 03 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,4.4,4870
2064,Snow Day,60008303,62452927,13000000,Feb 11 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.4,4611
2065,The Back-up Plan,37490007,77090007,35000000,Apr 23 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,4.4,6981
2066,Volver,12899867,85599867,9400000,Nov 03 2006,R,Original Screenplay,Comedy,Fiction,4.4,288
2067,The Rage: Carrie 2,17760244,17760244,21000000,Mar 12 1999,R,Adapted screenplay,Horror/Thriller,Fiction,4.3,7235
2068,Valentine,20384136,20384136,10000000,Feb 02 2001,R,Adapted screenplay,Horror/Thriller,Fiction,4.3,11435
2069,Confessions of a Teenage Drama Queen,29331068,33051296,15000000,Feb 20 2004,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.3,9976
2070,"Boot, Das",11487676,84970337,12000000,Feb 10 1982,R,Adapted screenplay,Drama,Fiction,4.3,2184
2071,Jonah Hex,10547117,10547117,47000000,Jun 18 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.3,2316
2072,Wild Wild West,113805681,222105681,175000000,Jun 30 1999,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.3,54183
2073,College,4694491,5629618,6000000,Aug 29 2008,R,Original Screenplay,Comedy,Fiction,4.3,6496
2074,Highlander: Endgame,12801190,12801190,15000000,Sep 01 2000,R,Original Screenplay,Action/Adventure,Fiction,4.3,8421
2075,My Boss's Daughter,15549702,15549702,14000000,Aug 22 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,4.3,10919
2076,Vampire in Brooklyn,19637147,19637147,14000000,Oct 27 1995,R,Original Screenplay,Horror/Thriller,Fiction,4.3,8200
2077,Black Knight,33422806,33422806,35000000,Nov 21 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.3,12747
2078,Deuce Bigalow: European Gigolo,22400154,44400154,22000000,Aug 12 2005,R,Original Screenplay,Comedy,Fiction,4.3,18228
2079,Hanging Up,36037909,51867723,40000000,Feb 18 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.3,6098
2080,Anacondas: The Hunt for the Blood Orchid,31526393,70326393,25000000,Aug 27 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.3,9565
2081,Stomp the Yard,61356221,76356221,14000000,Jan 12 2007,PG/PG-13,Original Screenplay,Drama,Fiction,4.3,13737
2082,Black Christmas,16235738,16235738,9000000,Dec 25 2006,R,Adapted screenplay,Horror/Thriller,Fiction,4.3,10424
2083,Nutty Professor II: The Klumps,123307945,161600000,84000000,Jul 28 2000,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.3,17075
